Organ Transplantation Center Service Type Description,OTC Code,Organ Transplantation Center Type,OTC Name,OTC Address,OTC City,ZIP Code,Organ Transplantation Center Telephone Number,Organ Transplantation Center URL,Organ Procurement Organization Provider Number,Organ Procurement Organization Name,Organ Procurement Organization Address,Organ Procurement Organization City,Organ Procurement Organization State Abbreviation,Organ Procurement Organization State Name,Organ Procurement Organization Postal Code,Organ Procurement Organization Telephone Number,Organ Procurement Organization URL,State and County Federal Information Processing Standard Code,County or County Equivalent Federal Information Processing Standard Code,Complete County Name,County Equivalent Name,County Description,HHS Region Code,HHS Region Name,State FIPS Code,State Name,State Abbreviation,U.S. - Mexico Border County Indicator,U.S. - Mexico Border 100 Kilometer Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,OTC Service List,Geocoding Artifact Address Primary X Coordinate,Geocoding Artifact Address Primary Y Coordinate,Common Region Code,Common Region Name,Common State Name,Common State Abbreviation,Common State FIPS Code,Common State County FIPS Code,Common County Name,Common City Name with State Abbreviation,Common Congressional District Name,Common Congress Number Text,Common State FIPS Code Congressional District Number,Common Postal Code,Organ Transplantation Center Program URL
Liver,COSL,TX1,Presbyterian/St Luke's Medical Center,1719 E 19th Ave,Denver,80218,303-839-6000,http://www.pslmc.com,06P001,Donor Alliance,720 S Colorado Blvd Ste 800N,Denver,CO,Colorado,80246-1963,303-329-4747,http://www.donoralliance.org,8031,31,Denver County,Denver,County            ,8,Region VIII,8,Colorado,CO,N,N,10/25/18,10/25/18," Kidney, Liver",-104.9667405,39.74608147,8,Region VIII,Colorado,CO,8,8031,"Denver County, CO","Denver, CO",Colorado District 01,115,801,80218,https://www.srtr.org/transplant-centers/presbyterianst-lukes-medical-center-cosl/
Kidney,COUC,TX1,University of Colorado Hospital/Health Science Center,1635 Ursula St,Aurora,80045,720-848-2280,http://www.uch.edu/conditions/transplant-services/index.aspx,06P001,Donor Alliance,720 S Colorado Blvd Ste 800N,Denver,CO,Colorado,80246-1963,303-329-4747,http://www.donoralliance.org,8001,1,Adams County,Adams,County            ,8,Region VIII,8,Colorado,CO,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-104.8375451,39.74234061,8,Region VIII,Colorado,CO,8,8001,"Adams County, CO","Aurora, CO",Colorado District 06,115,806,80045,https://www.srtr.org/transplant-centers/university-of-colorado-hospitalhealth-science-center-couc/
Pancreas,COUC,TX1,University of Colorado Hospital/Health Science Center,1635 Ursula St,Aurora,80045,720-848-2280,http://www.uch.edu/conditions/transplant-services/index.aspx,06P001,Donor Alliance,720 S Colorado Blvd Ste 800N,Denver,CO,Colorado,80246-1963,303-329-4747,http://www.donoralliance.org,8001,1,Adams County,Adams,County            ,8,Region VIII,8,Colorado,CO,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-104.8375451,39.74234061,8,Region VIII,Colorado,CO,8,8001,"Adams County, CO","Aurora, CO",Colorado District 06,115,806,80045,https://www.srtr.org/transplant-centers/university-of-colorado-hospitalhealth-science-center-couc/
Liver,COUC,TX1,University of Colorado Hospital/Health Science Center,1635 Ursula St,Aurora,80045,720-848-2280,http://www.uch.edu/conditions/transplant-services/index.aspx,06P001,Donor Alliance,720 S Colorado Blvd Ste 800N,Denver,CO,Colorado,80246-1963,303-329-4747,http://www.donoralliance.org,8001,1,Adams County,Adams,County            ,8,Region VIII,8,Colorado,CO,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-104.8375451,39.74234061,8,Region VIII,Colorado,CO,8,8001,"Adams County, CO","Aurora, CO",Colorado District 06,115,806,80045,https://www.srtr.org/transplant-centers/university-of-colorado-hospitalhealth-science-center-couc/
Heart,COUC,TX1,University of Colorado Hospital/Health Science Center,1635 Ursula St,Aurora,80045,720-848-2280,http://www.uch.edu/conditions/transplant-services/index.aspx,06P001,Donor Alliance,720 S Colorado Blvd Ste 800N,Denver,CO,Colorado,80246-1963,303-329-4747,http://www.donoralliance.org,8001,1,Adams County,Adams,County            ,8,Region VIII,8,Colorado,CO,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-104.8375451,39.74234061,8,Region VIII,Colorado,CO,8,8001,"Adams County, CO","Aurora, CO",Colorado District 06,115,806,80045,https://www.srtr.org/transplant-centers/university-of-colorado-hospitalhealth-science-center-couc/
Lung,COUC,TX1,University of Colorado Hospital/Health Science Center,1635 Ursula St,Aurora,80045,720-848-2280,http://www.uch.edu/conditions/transplant-services/index.aspx,06P001,Donor Alliance,720 S Colorado Blvd Ste 800N,Denver,CO,Colorado,80246-1963,303-329-4747,http://www.donoralliance.org,8001,1,Adams County,Adams,County            ,8,Region VIII,8,Colorado,CO,N,N,10/25/18,10/25/18," Heart, Kidney, Liver, Lung, Pancreas",-104.8375451,39.74234061,8,Region VIII,Colorado,CO,8,8001,"Adams County, CO","Aurora, CO",Colorado District 06,115,806,80045,https://www.srtr.org/transplant-centers/university-of-colorado-hospitalhealth-science-center-couc/
Kidney,CTHH,TX1,Hartford Hospital,80 Seymour St,Hartford,6102,860-972-5000,http://www.harthosp.org,07P001,LifeChoice Donor Services,340 W Newberry Rd Ste A,Bloomfield,CT,Connecticut,06002-1393,860-286-3120,http://www.lifechoiceopo.org,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,N,N,10/25/18,10/25/18," Heart, Kidney, Liver",-72.68076342,41.75375286,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT","Hartford, CT",Connecticut District 01,115,901,6102,https://www.srtr.org/transplant-centers/hartford-hospital-cthh/
Liver,CTHH,TX1,Hartford Hospital,80 Seymour St,Hartford,6102,860-972-5000,http://www.harthosp.org,07P001,LifeChoice Donor Services,340 W Newberry Rd Ste A,Bloomfield,CT,Connecticut,06002-1393,860-286-3120,http://www.lifechoiceopo.org,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,N,N,10/25/18,10/25/18," Heart, Kidney, Liver",-72.68076342,41.75375286,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT","Hartford, CT",Connecticut District 01,115,901,6102,https://www.srtr.org/transplant-centers/hartford-hospital-cthh/
Heart,CTHH,TX1,Hartford Hospital,80 Seymour St,Hartford,6102,860-972-5000,http://www.harthosp.org,07P001,LifeChoice Donor Services,340 W Newberry Rd Ste A,Bloomfield,CT,Connecticut,06002-1393,860-286-3120,http://www.lifechoiceopo.org,9003,3,Hartford County,Hartford,County            ,1,Region I,9,Connecticut,CT,N,N,10/25/18,10/25/18," Heart, Kidney, Liver",-72.68076342,41.75375286,1,Region I,Connecticut,CT,9,9003,"Hartford County, CT","Hartford, CT",Connecticut District 01,115,901,6102,https://www.srtr.org/transplant-centers/hartford-hospital-cthh/
Kidney,CTYN,TX1,Yale New Haven Hospital,333 Cedar St,New Haven,6510,203-785-2565,http://www.ynhh.org,22P001,New England Organ Bank,60 1st Ave,Waltham,MA,Connecticut,02451-1106,617-244-8000,http://www.neob.org,9009,9,New Haven County,New Haven,County            ,1,Region I,9,Connecticut,CT,N,N,10/25/18,10/25/18," Heart, Kidney, Liver",-72.93404055,41.30299527,1,Region I,Connecticut,CT,9,9009,"New Haven County, CT","New Haven, CT",Connecticut District 03,115,903,6510,https://www.srtr.org/transplant-centers/yale-new-haven-hospital-ctyn/
Liver,CTYN,TX1,Yale New Haven Hospital,333 Cedar St,New Haven,6510,203-785-2565,http://www.ynhh.org,22P001,New England Organ Bank,60 1st Ave,Waltham,MA,Connecticut,02451-1106,617-244-8000,http://www.neob.org,9009,9,New Haven County,New Haven,County            ,1,Region I,9,Connecticut,CT,N,N,10/25/18,10/25/18," Heart, Kidney, Liver",-72.93404055,41.30299527,1,Region I,Connecticut,CT,9,9009,"New Haven County, CT","New Haven, CT",Connecticut District 03,115,903,6510,https://www.srtr.org/transplant-centers/yale-new-haven-hospital-ctyn/
Heart,CTYN,TX1,Yale New Haven Hospital,333 Cedar St,New Haven,6510,203-785-2565,http://www.ynhh.org,22P001,New England Organ Bank,60 1st Ave,Waltham,MA,Connecticut,02451-1106,617-244-8000,http://www.neob.org,9009,9,New Haven County,New Haven,County            ,1,Region I,9,Connecticut,CT,N,N,10/25/18,10/25/18," Heart, Kidney, Liver",-72.93404055,41.30299527,1,Region I,Connecticut,CT,9,9009,"New Haven County, CT","New Haven, CT",Connecticut District 03,115,903,6510,https://www.srtr.org/transplant-centers/yale-new-haven-hospital-ctyn/
Kidney,DCCH,TX1,Children's National Medical Center,111 Michigan Ave NW,Washington,20010,202-476-5000,http://www.childrensnational.org/,49P003,Washington Regional Transplant Community,3190 Fairview Park Dr Ste 700,Falls Church,VA,District of Columbia,22042-4557,703-641-0100,http://www.beadonor.org,11001,1,District of Columbia,District of Columbia,County            ,3,Region III,11,District of Columbia,DC,N,N,10/25/18,10/25/18," Heart, Kidney",-77.013756,38.927682,3,Region III,District of Columbia,DC,11,11001,"District of Columbia, DC","Washington, DC",District of Columbia Delegate,115,1198,20010,https://www.srtr.org/transplant-centers/childrens-national-medical-center-dcch/
Heart,DCCH,TX1,Children's National Medical Center,111 Michigan Ave NW,Washington,20010,202-476-5000,http://www.childrensnational.org/,49P003,Washington Regional Transplant Community,3190 Fairview Park Dr Ste 700,Falls Church,VA,District of Columbia,22042-4557,703-641-0100,http://www.beadonor.org,11001,1,District of Columbia,District of Columbia,County            ,3,Region III,11,District of Columbia,DC,N,N,10/25/18,10/25/18," Heart, Kidney",-77.013756,38.927682,3,Region III,District of Columbia,DC,11,11001,"District of Columbia, DC","Washington, DC",District of Columbia Delegate,115,1198,20010,https://www.srtr.org/transplant-centers/childrens-national-medical-center-dcch/
Kidney,DCGU,TX1,Georgetown University Medical Center,3800 Reservoir Rd NW,Washington,20007,202-444-3700,http://gumc.georgetown.edu/,49P003,Washington Regional Transplant Community,3190 Fairview Park Dr Ste 700,Falls Church,VA,District of Columbia,22042-4557,703-641-0100,http://www.beadonor.org,11001,1,District of Columbia,District of Columbia,County            ,3,Region III,11,District of Columbia,DC,N,N,10/25/18,10/25/18," Intestine, Kidney, Liver, Pancreas",-77.07530699,38.912013,3,Region III,District of Columbia,DC,11,11001,"District of Columbia, DC","Washington, DC",District of Columbia Delegate,115,1198,20007,https://www.srtr.org/transplant-centers/georgetown-university-medical-center-dcgu/
Pancreas,DCGU,TX1,Georgetown University Medical Center,3800 Reservoir Rd NW,Washington,20007,202-444-3700,http://gumc.georgetown.edu/,49P003,Washington Regional Transplant Community,3190 Fairview Park Dr Ste 700,Falls Church,VA,District of Columbia,22042-4557,703-641-0100,http://www.beadonor.org,11001,1,District of Columbia,District of Columbia,County            ,3,Region III,11,District of Columbia,DC,N,N,10/25/18,10/25/18," Intestine, Kidney, Liver, Pancreas",-77.07530699,38.912013,3,Region III,District of Columbia,DC,11,11001,"District of Columbia, DC","Washington, DC",District of Columbia Delegate,115,1198,20007,https://www.srtr.org/transplant-centers/georgetown-university-medical-center-dcgu/
Liver,DCGU,TX1,Georgetown University Medical Center,3800 Reservoir Rd NW,Washington,20007,202-444-3700,http://gumc.georgetown.edu/,49P003,Washington Regional Transplant Community,3190 Fairview Park Dr Ste 700,Falls Church,VA,District of Columbia,22042-4557,703-641-0100,http://www.beadonor.org,11001,1,District of Columbia,District of Columbia,County            ,3,Region III,11,District of Columbia,DC,N,N,10/25/18,10/25/18," Intestine, Kidney, Liver, Pancreas",-77.07530699,38.912013,3,Region III,District of Columbia,DC,11,11001,"District of Columbia, DC","Washington, DC",District of Columbia Delegate,115,1198,20007,https://www.srtr.org/transplant-centers/georgetown-university-medical-center-dcgu/
Intestine,DCGU,TX1,Georgetown University Medical Center,3800 Reservoir Rd NW,Washington,20007,202-444-3700,http://gumc.georgetown.edu/,49P003,Washington Regional Transplant Community,3190 Fairview Park Dr Ste 700,Falls Church,VA,District of Columbia,22042-4557,703-641-0100,http://www.beadonor.org,11001,1,District of Columbia,District of Columbia,County            ,3,Region III,11,District of Columbia,DC,N,N,10/25/18,10/25/18," Intestine, Kidney, Liver, Pancreas",-77.07530699,38.912013,3,Region III,District of Columbia,DC,11,11001,"District of Columbia, DC","Washington, DC",District of Columbia Delegate,115,1198,20007,https://www.srtr.org/transplant-centers/georgetown-university-medical-center-dcgu/
Kidney,DCGW,TX1,George Washington University Hospital,900 23rd St NW,Washington,20037,202-715-4000,http://gumc.georgetown.edu/,49P003,Washington Regional Transplant Community,3190 Fairview Park Dr Ste 700,Falls Church,VA,District of Columbia,22042-4557,703-641-0100,http://www.beadonor.org,11001,1,District of Columbia,District of Columbia,County            ,3,Region III,11,District of Columbia,DC,N,N,10/25/18,10/25/18, Kidney,-77.050341,38.90158199,3,Region III,District of Columbia,DC,11,11001,"District of Columbia, DC","Washington, DC",District of Columbia Delegate,115,1198,20037,https://www.srtr.org/transplant-centers/george-washington-university-hospital-dcgw/
Heart,DCWH,TX1,Washington Hospital Center,110 Irving St NW,Washington,20010,202-877-7000,http://www.whcenter.org,49P003,Washington Regional Transplant Community,3190 Fairview Park Dr Ste 700,Falls Church,VA,District of Columbia,22042-4557,703-641-0100,http://www.beadonor.org,11001,1,District of Columbia,District of Columbia,County            ,3,Region III,11,District of Columbia,DC,N,N,10/25/18,10/25/18, Heart,-77.01634349,38.92954499,3,Region III,District of Columbia,DC,11,11001,"District of Columbia, DC","Washington, DC",District of Columbia Delegate,115,1198,20010,https://www.srtr.org/transplant-centers/washington-hospital-center-dcwh/
Kidney,DCWR,TX1,Walter Reed National Military Medical Center at Bethesda,8901 Rockville Pike,Bethesda,20889,301-295-4331,http://www.wrnmmc.capmed.mil,49P003,Washington Regional Transplant Community,3190 Fairview Park Dr Ste 700,Falls Church,VA,Maryland,22042-4557,703-641-0100,http://www.beadonor.org,24031,31,Montgomery County,Montgomery,County            ,3,Region III,24,Maryland,MD,N,N,10/25/18,10/25/18, Kidney,-77.09707095,39.00256144,3,Region III,Maryland,MD,24,24031,"Montgomery County, MD","Bethesda, MD",Maryland District 08,115,2408,20889,https://www.srtr.org/transplant-centers/walter-reed-national-military-medical-center-at-bethesda-dcwr/
Kidney,DEAI,TX1,Alfred I duPont Hospital for Children,1600 Rockland Rd,Wilmington,19803,302-651-4000,http://www.nemours.org/about/location/nchaidhc.html,39P001,Gift of Life Donor Program,401 N 3rd St,Philadelphia,PA,Delaware,19123-4106,215-557-8090,http://www.donors1.org,10003,3,New Castle County,New Castle,County            ,3,Region III,10,Delaware,DE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-75.5552542,39.78229142,3,Region III,Delaware,DE,10,10003,"New Castle County, DE","Wilmington, DE",Delaware At Large,115,1000,19803,https://www.srtr.org/transplant-centers/alfred-i-dupont-hospital-for-children-deai/
Pancreas,DEAI,TX1,Alfred I duPont Hospital for Children,1600 Rockland Rd,Wilmington,19803,302-651-4000,http://www.nemours.org/about/location/nchaidhc.html,39P001,Gift of Life Donor Program,401 N 3rd St,Philadelphia,PA,Delaware,19123-4106,215-557-8090,http://www.donors1.org,10003,3,New Castle County,New Castle,County            ,3,Region III,10,Delaware,DE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-75.5552542,39.78229142,3,Region III,Delaware,DE,10,10003,"New Castle County, DE","Wilmington, DE",Delaware At Large,115,1000,19803,https://www.srtr.org/transplant-centers/alfred-i-dupont-hospital-for-children-deai/
Liver,DEAI,TX1,Alfred I duPont Hospital for Children,1600 Rockland Rd,Wilmington,19803,302-651-4000,http://www.nemours.org/about/location/nchaidhc.html,39P001,Gift of Life Donor Program,401 N 3rd St,Philadelphia,PA,Delaware,19123-4106,215-557-8090,http://www.donors1.org,10003,3,New Castle County,New Castle,County            ,3,Region III,10,Delaware,DE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-75.5552542,39.78229142,3,Region III,Delaware,DE,10,10003,"New Castle County, DE","Wilmington, DE",Delaware At Large,115,1000,19803,https://www.srtr.org/transplant-centers/alfred-i-dupont-hospital-for-children-deai/
Intestine,DEAI,TX1,Alfred I duPont Hospital for Children,1600 Rockland Rd,Wilmington,19803,302-651-4000,http://www.nemours.org/about/location/nchaidhc.html,39P001,Gift of Life Donor Program,401 N 3rd St,Philadelphia,PA,Delaware,19123-4106,215-557-8090,http://www.donors1.org,10003,3,New Castle County,New Castle,County            ,3,Region III,10,Delaware,DE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-75.5552542,39.78229142,3,Region III,Delaware,DE,10,10003,"New Castle County, DE","Wilmington, DE",Delaware At Large,115,1000,19803,https://www.srtr.org/transplant-centers/alfred-i-dupont-hospital-for-children-deai/
Heart,DEAI,TX1,Alfred I duPont Hospital for Children,1600 Rockland Rd,Wilmington,19803,302-651-4000,http://www.nemours.org/about/location/nchaidhc.html,39P001,Gift of Life Donor Program,401 N 3rd St,Philadelphia,PA,Delaware,19123-4106,215-557-8090,http://www.donors1.org,10003,3,New Castle County,New Castle,County            ,3,Region III,10,Delaware,DE,N,N,10/25/18,10/25/18," Heart, Intestine, Kidney, Liver, Pancreas",-75.5552542,39.78229142,3,Region III,Delaware,DE,10,10003,"New Castle County, DE","Wilmington, DE",Delaware At Large,115,1000,19803,https://www.srtr.org/transplant-centers/alfred-i-dupont-hospital-for-children-deai/
Kidney,DECC,TX1,Christiana Care Health Services,4735 Ogletown Stanton Rd Ste 2224,Newark,19713,302-623-3863,http://www.christianacare.org,39P001,Gift of Life Donor Program,401 N 3rd St,Philadelphia,PA,Delaware,19123-4106,215-557-8090,http://www.donors1.org,10003,3,New Castle County,New Castle,County            ,3,Region III,10,Delaware,DE,N,N,10/25/18,10/25/18, Kidney,-75.67359269,39.68961644,3,Region III,Delaware,DE,10,10003,"New Castle County, DE","Newark, DE",Delaware At Large,115,1000,19713,https://www.srtr.org/transplant-centers/christiana-care-health-services-decc/
Heart,FLAC,TX1,Johns Hopkins All Children's Hospital,501 6th Ave S,St Petersburg,33701,727-898-7451,http://www.hopkinsallchildrens.org,10P001,LifeLink of Florida,9961 Delaney Creek Blvd,Tampa,FL,Florida,33619,813-253-2640,http://www.lifelinkfound.org,12103,103,Pinellas County,Pinellas,County            ,4,Region IV,12,Florida,FL,N,N,10/25/18,10/25/18, Heart,-82.6410015,27.76427748,4,Region IV,Florida,FL,12,12103,"Pinellas County, FL","St Petersburg, FL",Florida District 13,115,1213,33701,https://www.srtr.org/transplant-centers/all-childrens-hospital-flac/
Liver,FLBC,TX1,Broward General Medical Center,1600 S Andrews Ave,Ft Lauderdale,33316,954-355-4400,http://www.browardhealth.org/,10P002,Life Alliance Organ Recovery Agency,1951 NW 7th Ave Ste 220,Miami,FL,Florida,33136-1131,305-243-7622,http://surgery.med.miami.edu/laora,12011,11,Broward County,Broward,County            ,4,Region IV,12,Florida,FL,N,N,10/25/18,10/25/18, Liver,-80.14206373,26.10084649,4,Region IV,Florida,FL,12,12011,"Broward County, FL","Ft Lauderdale, FL",Florida District 22,115,1222,33316,https://www.srtr.org/transplant-centers/broward-general-medical-center-flbc/
